home_team_name,home_team_name,away_team_name,home_team_goal,away_team_goal,league_name
Neuchâtel Xamax, Neuchâtel Xamax, Grasshopper Club Zürich, 0, 1, Switzerland Super League
AC Bellinzona, AC Bellinzona, FC Sion, 3, 1, Switzerland Super League
BSC Young Boys, BSC Young Boys, FC Basel, 2, 0, Switzerland Super League
FC Zürich, FC Zürich, FC Aarau, 2, 0, Switzerland Super League
FC Luzern, FC Luzern, FC Aarau, 6, 0, Switzerland Super League
FC Sion, FC Sion, FC St. Gallen, 2, 1, Switzerland Super League
FC Basel, FC Basel, AC Bellinzona, 3, 2, Switzerland Super League
Grasshopper Club Zürich, Grasshopper Club Zürich, FC Zürich, 1, 0, Switzerland Super League
BSC Young Boys, BSC Young Boys, Neuchâtel Xamax, 1, 0, Switzerland Super League
FC St. Gallen, FC St. Gallen, FC Sion, 1, 0, Switzerland Super League
FC Zürich, FC Zürich, Neuchâtel Xamax, 0, 0, Switzerland Super League
FC Aarau, FC Aarau, AC Bellinzona, 6, 3, Switzerland Super League
FC Basel, FC Basel, BSC Young Boys, 4, 0, Switzerland Super League
FC Luzern, FC Luzern, Grasshopper Club Zürich, 4, 2, Switzerland Super League
Neuchâtel Xamax, Neuchâtel Xamax, FC Zürich, 3, 0, Switzerland Super League
BSC Young Boys, BSC Young Boys, FC St. Gallen, 1, 1, Switzerland Super League
FC Basel, FC Basel, FC Aarau, 2, 1, Switzerland Super League
AC Bellinzona, AC Bellinzona, FC Luzern, 1, 2, Switzerland Super League
Grasshopper Club Zürich, Grasshopper Club Zürich, FC Sion, 3, 1, Switzerland Super League
Grasshopper Club Zürich, Grasshopper Club Zürich, FC Aarau, 2, 0, Switzerland Super League
BSC Young Boys, BSC Young Boys, FC Luzern, 2, 1, Switzerland Super League
Neuchâtel Xamax, Neuchâtel Xamax, FC Basel, 1, 3, Switzerland Super League
FC Sion, FC Sion, FC Zürich, 1, 1, Switzerland Super League
AC Bellinzona, AC Bellinzona, FC St. Gallen, 0, 2, Switzerland Super League
FC Luzern, FC Luzern, AC Bellinzona, 2, 1, Switzerland Super League
FC Zürich, FC Zürich, Grasshopper Club Zürich, 3, 2, Switzerland Super League
FC Basel, FC Basel, FC Aarau, 2, 1, Switzerland Super League
FC Sion, FC Sion, Neuchâtel Xamax, 1, 1, Switzerland Super League
FC St. Gallen, FC St. Gallen, BSC Young Boys, 1, 2, Switzerland Super League
Grasshopper Club Zürich, Grasshopper Club Zürich, FC Sion, 2, 0, Switzerland Super League
BSC Young Boys, BSC Young Boys, FC Zürich, 2, 1, Switzerland Super League
FC Aarau, FC Aarau, FC Luzern, 1, 2, Switzerland Super League
AC Bellinzona, AC Bellinzona, FC Basel, 0, 2, Switzerland Super League
Neuchâtel Xamax, Neuchâtel Xamax, FC St. Gallen, 0, 3, Switzerland Super League
FC Basel, FC Basel, Grasshopper Club Zürich, 1, 2, Switzerland Super League
FC Sion, FC Sion, AC Bellinzona, 2, 1, Switzerland Super League
Neuchâtel Xamax, Neuchâtel Xamax, BSC Young Boys, 1, 0, Switzerland Super League
FC St. Gallen, FC St. Gallen, FC Aarau, 2, 2, Switzerland Super League
FC Zürich, FC Zürich, FC Luzern, 1, 0, Switzerland Super League
FC Aarau, FC Aarau, FC Zürich, 1, 3, Switzerland Super League
AC Bellinzona, AC Bellinzona, Neuchâtel Xamax, 3, 2, Switzerland Super League
Grasshopper Club Zürich, Grasshopper Club Zürich, FC St. Gallen, 2, 1, Switzerland Super League
FC Luzern, FC Luzern, FC Basel, 0, 1, Switzerland Super League
BSC Young Boys, BSC Young Boys, FC Sion, 1, 0, Switzerland Super League
FC Sion, FC Sion, FC Luzern, 5, 2, Switzerland Super League
BSC Young Boys, BSC Young Boys, Grasshopper Club Zürich, 4, 0, Switzerland Super League
Neuchâtel Xamax, Neuchâtel Xamax, FC Aarau, 2, 1, Switzerland Super League
FC St. Gallen, FC St. Gallen, FC Basel, 2, 4, Switzerland Super League
FC Zürich, FC Zürich, AC Bellinzona, 2, 0, Switzerland Super League
FC Aarau, FC Aarau, FC Sion, 0, 3, Switzerland Super League
FC Basel, FC Basel, FC Zürich, 4, 1, Switzerland Super League
FC Luzern, FC Luzern, FC St. Gallen, 2, 3, Switzerland Super League
AC Bellinzona, AC Bellinzona, BSC Young Boys, 1, 3, Switzerland Super League
Grasshopper Club Zürich, Grasshopper Club Zürich, Neuchâtel Xamax, 2, 1, Switzerland Super League
FC Sion, FC Sion, FC Basel, 2, 2, Switzerland Super League
FC St. Gallen, FC St. Gallen, FC Zürich, 1, 0, Switzerland Super League
Grasshopper Club Zürich, Grasshopper Club Zürich, AC Bellinzona, 2, 0, Switzerland Super League
Neuchâtel Xamax, Neuchâtel Xamax, FC Luzern, 1, 2, Switzerland Super League
BSC Young Boys, BSC Young Boys, FC Aarau, 3, 1, Switzerland Super League
FC Basel, FC Basel, FC Sion, 4, 3, Switzerland Super League
FC Zürich, FC Zürich, FC St. Gallen, 1, 1, Switzerland Super League
FC Aarau, FC Aarau, BSC Young Boys, 1, 5, Switzerland Super League
AC Bellinzona, AC Bellinzona, Grasshopper Club Zürich, 1, 2, Switzerland Super League
FC Luzern, FC Luzern, Neuchâtel Xamax, 2, 1, Switzerland Super League
Neuchâtel Xamax, Neuchâtel Xamax, Grasshopper Club Zürich, 0, 1, Switzerland Super League
FC Sion, FC Sion, FC Aarau, 4, 0, Switzerland Super League
BSC Young Boys, BSC Young Boys, AC Bellinzona, 2, 1, Switzerland Super League
FC St. Gallen, FC St. Gallen, FC Luzern, 3, 1, Switzerland Super League
FC Zürich, FC Zürich, FC Basel, 1, 2, Switzerland Super League
FC St. Gallen, FC St. Gallen, Neuchâtel Xamax, 1, 1, Switzerland Super League
FC Zürich, FC Zürich, AC Bellinzona, 4, 1, Switzerland Super League
FC Aarau, FC Aarau, BSC Young Boys, 0, 3, Switzerland Super League
FC Luzern, FC Luzern, Grasshopper Club Zürich, 2, 1, Switzerland Super League
FC Sion, FC Sion, FC Basel, 1, 2, Switzerland Super League
FC Aarau, FC Aarau, Neuchâtel Xamax, 1, 0, Switzerland Super League
Grasshopper Club Zürich, Grasshopper Club Zürich, BSC Young Boys, 2, 1, Switzerland Super League
FC Basel, FC Basel, FC St. Gallen, 3, 2, Switzerland Super League
AC Bellinzona, AC Bellinzona, FC Zürich, 1, 4, Switzerland Super League
FC Luzern, FC Luzern, FC Sion, 1, 1, Switzerland Super League
Neuchâtel Xamax, Neuchâtel Xamax, AC Bellinzona, 2, 0, Switzerland Super League
FC Zürich, FC Zürich, FC Aarau, 0, 1, Switzerland Super League
FC Basel, FC Basel, FC Luzern, 5, 0, Switzerland Super League
FC Sion, FC Sion, BSC Young Boys, 4, 1, Switzerland Super League
FC St. Gallen, FC St. Gallen, Grasshopper Club Zürich, 0, 1, Switzerland Super League
FC Aarau, FC Aarau, FC St. Gallen, 2, 0, Switzerland Super League
FC Luzern, FC Luzern, FC Zürich, 4, 1, Switzerland Super League
AC Bellinzona, AC Bellinzona, FC Sion, 2, 1, Switzerland Super League
Grasshopper Club Zürich, Grasshopper Club Zürich, FC Basel, 4, 0, Switzerland Super League
BSC Young Boys, BSC Young Boys, Neuchâtel Xamax, 4, 1, Switzerland Super League
FC Sion, FC Sion, Grasshopper Club Zürich, 1, 0, Switzerland Super League
FC St. Gallen, FC St. Gallen, Neuchâtel Xamax, 2, 1, Switzerland Super League
FC Basel, FC Basel, AC Bellinzona, 4, 0, Switzerland Super League
FC Luzern, FC Luzern, FC Aarau, 4, 0, Switzerland Super League
FC Zürich, FC Zürich, BSC Young Boys, 0, 2, Switzerland Super League
FC Aarau, FC Aarau, FC Basel, 0, 3, Switzerland Super League
BSC Young Boys, BSC Young Boys, FC St. Gallen, 2, 1, Switzerland Super League
AC Bellinzona, AC Bellinzona, FC Luzern, 0, 0, Switzerland Super League
Grasshopper Club Zürich, Grasshopper Club Zürich, FC Zürich, 4, 0, Switzerland Super League
Neuchâtel Xamax, Neuchâtel Xamax, FC Sion, 4, 1, Switzerland Super League
FC Aarau, FC Aarau, Grasshopper Club Zürich, 1, 4, Switzerland Super League
FC Basel, FC Basel, Neuchâtel Xamax, 3, 0, Switzerland Super League
FC Luzern, FC Luzern, BSC Young Boys, 5, 1, Switzerland Super League
FC St. Gallen, FC St. Gallen, AC Bellinzona, 1, 2, Switzerland Super League
FC Zürich, FC Zürich, FC Sion, 2, 0, Switzerland Super League
AC Bellinzona, AC Bellinzona, FC Aarau, 1, 2, Switzerland Super League
Grasshopper Club Zürich, Grasshopper Club Zürich, FC Luzern, 0, 1, Switzerland Super League
Neuchâtel Xamax, Neuchâtel Xamax, FC Zürich, 3, 3, Switzerland Super League
FC Sion, FC Sion, FC St. Gallen, 5, 1, Switzerland Super League
BSC Young Boys, BSC Young Boys, FC Basel, 0, 2, Switzerland Super League
FC Zürich, FC Zürich, FC St. Gallen, 1, 0, Switzerland Super League
AC Bellinzona, AC Bellinzona, FC Aarau, 4, 1, Switzerland Super League
Neuchâtel Xamax, Neuchâtel Xamax, FC Sion, 1, 3, Switzerland Super League
FC Basel, FC Basel, FC Luzern, 1, 1, Switzerland Super League
BSC Young Boys, BSC Young Boys, Grasshopper Club Zürich, 2, 0, Switzerland Super League
Grasshopper Club Zürich, Grasshopper Club Zürich, FC St. Gallen, 1, 3, Switzerland Super League
FC Sion, FC Sion, FC Aarau, 1, 1, Switzerland Super League
FC Basel, FC Basel, FC Zürich, 1, 1, Switzerland Super League
FC Luzern, FC Luzern, Neuchâtel Xamax, 2, 1, Switzerland Super League
BSC Young Boys, BSC Young Boys, AC Bellinzona, 4, 2, Switzerland Super League
FC Sion, FC Sion, FC Zürich, 3, 3, Switzerland Super League
FC St. Gallen, FC St. Gallen, AC Bellinzona, 1, 1, Switzerland Super League
FC Aarau, FC Aarau, Neuchâtel Xamax, 0, 4, Switzerland Super League
Grasshopper Club Zürich, Grasshopper Club Zürich, FC Basel, 3, 1, Switzerland Super League
FC Luzern, FC Luzern, BSC Young Boys, 1, 2, Switzerland Super League
FC St. Gallen, FC St. Gallen, FC Aarau, 1, 0, Switzerland Super League
FC Zürich, FC Zürich, FC Luzern, 4, 0, Switzerland Super League
AC Bellinzona, AC Bellinzona, Grasshopper Club Zürich, 0, 0, Switzerland Super League
Neuchâtel Xamax, Neuchâtel Xamax, FC Basel, 2, 2, Switzerland Super League
BSC Young Boys, BSC Young Boys, FC Sion, 3, 1, Switzerland Super League
FC Aarau, FC Aarau, FC Zürich, 1, 1, Switzerland Super League
FC Luzern, FC Luzern, FC St. Gallen, 3, 1, Switzerland Super League
FC Basel, FC Basel, BSC Young Boys, 1, 2, Switzerland Super League
FC Sion, FC Sion, AC Bellinzona, 3, 1, Switzerland Super League
Grasshopper Club Zürich, Grasshopper Club Zürich, Neuchâtel Xamax, 1, 3, Switzerland Super League
FC St. Gallen, FC St. Gallen, FC Sion, 1, 1, Switzerland Super League
FC Zürich, FC Zürich, Grasshopper Club Zürich, 4, 3, Switzerland Super League
FC Aarau, FC Aarau, FC Luzern, 2, 4, Switzerland Super League
AC Bellinzona, AC Bellinzona, FC Basel, 2, 3, Switzerland Super League
Neuchâtel Xamax, Neuchâtel Xamax, BSC Young Boys, 3, 0, Switzerland Super League
Grasshopper Club Zürich, Grasshopper Club Zürich, Neuchâtel Xamax, 1, 1, Switzerland Super League
FC Thun, FC Thun, BSC Young Boys, 1, 1, Switzerland Super League
AC Bellinzona, AC Bellinzona, FC Sion, 0, 2, Switzerland Super League
FC Luzern, FC Luzern, FC St. Gallen, 4, 0, Switzerland Super League
FC Basel, FC Basel, FC Zürich, 3, 2, Switzerland Super League
FC St. Gallen, FC St. Gallen, FC Luzern, 1, 2, Switzerland Super League
FC Zürich, FC Zürich, FC Basel, 1, 4, Switzerland Super League
FC Sion, FC Sion, AC Bellinzona, 1, 1, Switzerland Super League
BSC Young Boys, BSC Young Boys, FC Thun, 2, 2, Switzerland Super League
Neuchâtel Xamax, Neuchâtel Xamax, Grasshopper Club Zürich, 1, 1, Switzerland Super League
AC Bellinzona, AC Bellinzona, FC St. Gallen, 1, 3, Switzerland Super League
FC Thun, FC Thun, Neuchâtel Xamax, 1, 2, Switzerland Super League
FC Basel, FC Basel, FC Sion, 1, 1, Switzerland Super League
Grasshopper Club Zürich, Grasshopper Club Zürich, FC Zürich, 1, 2, Switzerland Super League
FC Luzern, FC Luzern, BSC Young Boys, 2, 0, Switzerland Super League
Neuchâtel Xamax, Neuchâtel Xamax, FC Luzern, 2, 1, Switzerland Super League
FC Sion, FC Sion, FC Zürich, 1, 1, Switzerland Super League
Grasshopper Club Zürich, Grasshopper Club Zürich, FC Thun, 0, 0, Switzerland Super League
FC St. Gallen, FC St. Gallen, FC Basel, 1, 3, Switzerland Super League
BSC Young Boys, BSC Young Boys, AC Bellinzona, 1, 1, Switzerland Super League
FC Basel, FC Basel, AC Bellinzona, 3, 1, Switzerland Super League
FC Zürich, FC Zürich, Neuchâtel Xamax, 3, 1, Switzerland Super League
BSC Young Boys, BSC Young Boys, Grasshopper Club Zürich, 1, 0, Switzerland Super League
FC St. Gallen, FC St. Gallen, FC Thun, 2, 1, Switzerland Super League
FC Sion, FC Sion, FC Luzern, 4, 1, Switzerland Super League
AC Bellinzona, AC Bellinzona, FC Zürich, 1, 2, Switzerland Super League
FC Thun, FC Thun, FC Sion, 1, 0, Switzerland Super League
Grasshopper Club Zürich, Grasshopper Club Zürich, FC St. Gallen, 2, 0, Switzerland Super League
FC Luzern, FC Luzern, FC Basel, 1, 1, Switzerland Super League
Neuchâtel Xamax, Neuchâtel Xamax, BSC Young Boys, 2, 4, Switzerland Super League
FC Basel, FC Basel, FC Thun, 1, 3, Switzerland Super League
AC Bellinzona, AC Bellinzona, Neuchâtel Xamax, 3, 3, Switzerland Super League
FC Luzern, FC Luzern, Grasshopper Club Zürich, 3, 2, Switzerland Super League
FC Sion, FC Sion, FC St. Gallen, 0, 2, Switzerland Super League
FC Zürich, FC Zürich, BSC Young Boys, 2, 2, Switzerland Super League
Neuchâtel Xamax, Neuchâtel Xamax, FC Basel, 1, 2, Switzerland Super League
FC Thun, FC Thun, FC Luzern, 1, 1, Switzerland Super League
BSC Young Boys, BSC Young Boys, FC Sion, 2, 1, Switzerland Super League
Grasshopper Club Zürich, Grasshopper Club Zürich, AC Bellinzona, 2, 3, Switzerland Super League
FC St. Gallen, FC St. Gallen, FC Zürich, 0, 3, Switzerland Super League
FC St. Gallen, FC St. Gallen, Neuchâtel Xamax, 0, 2, Switzerland Super League
FC Zürich, FC Zürich, FC Thun, 0, 0, Switzerland Super League
FC Basel, FC Basel, BSC Young Boys, 3, 1, Switzerland Super League
AC Bellinzona, AC Bellinzona, FC Luzern, 0, 3, Switzerland Super League
FC Sion, FC Sion, Grasshopper Club Zürich, 2, 0, Switzerland Super League
FC Luzern, FC Luzern, FC Zürich, 1, 1, Switzerland Super League
FC Thun, FC Thun, AC Bellinzona, 0, 0, Switzerland Super League
Grasshopper Club Zürich, Grasshopper Club Zürich, FC Basel, 2, 1, Switzerland Super League
Neuchâtel Xamax, Neuchâtel Xamax, FC Sion, 0, 3, Switzerland Super League
BSC Young Boys, BSC Young Boys, FC St. Gallen, 1, 1, Switzerland Super League
AC Bellinzona, AC Bellinzona, BSC Young Boys, 1, 5, Switzerland Super League
FC Zürich, FC Zürich, FC Luzern, 2, 0, Switzerland Super League
Neuchâtel Xamax, Neuchâtel Xamax, FC Sion, 1, 0, Switzerland Super League
FC St. Gallen, FC St. Gallen, Grasshopper Club Zürich, 1, 4, Switzerland Super League
FC Thun, FC Thun, FC Basel, 2, 3, Switzerland Super League
FC Sion, FC Sion, FC Basel, 1, 2, Switzerland Super League
BSC Young Boys, BSC Young Boys, FC Luzern, 1, 1, Switzerland Super League
Neuchâtel Xamax, Neuchâtel Xamax, FC Thun, 2, 3, Switzerland Super League
FC St. Gallen, FC St. Gallen, AC Bellinzona, 3, 2, Switzerland Super League
FC Zürich, FC Zürich, Grasshopper Club Zürich, 2, 0, Switzerland Super League
FC Basel, FC Basel, FC St. Gallen, 3, 0, Switzerland Super League
FC Sion, FC Sion, AC Bellinzona, 1, 0, Switzerland Super League
Grasshopper Club Zürich, Grasshopper Club Zürich, FC Thun, 0, 0, Switzerland Super League
FC Luzern, FC Luzern, Neuchâtel Xamax, 2, 1, Switzerland Super League
BSC Young Boys, BSC Young Boys, FC Zürich, 4, 2, Switzerland Super League
Neuchâtel Xamax, Neuchâtel Xamax, Grasshopper Club Zürich, 0, 0, Switzerland Super League
FC Zürich, FC Zürich, FC St. Gallen, 3, 1, Switzerland Super League
FC Basel, FC Basel, FC Sion, 1, 0, Switzerland Super League
AC Bellinzona, AC Bellinzona, FC Luzern, 2, 0, Switzerland Super League
FC Thun, FC Thun, BSC Young Boys, 1, 1, Switzerland Super League
FC Sion, FC Sion, Grasshopper Club Zürich, 2, 0, Switzerland Super League
FC Zürich, FC Zürich, AC Bellinzona, 5, 0, Switzerland Super League
FC Luzern, FC Luzern, FC Basel, 0, 1, Switzerland Super League
FC St. Gallen, FC St. Gallen, FC Thun, 0, 1, Switzerland Super League
BSC Young Boys, BSC Young Boys, Neuchâtel Xamax, 3, 2, Switzerland Super League
Grasshopper Club Zürich, Grasshopper Club Zürich, BSC Young Boys, 3, 2, Switzerland Super League
FC Sion, FC Sion, FC St. Gallen, 2, 0, Switzerland Super League
FC Basel, FC Basel, FC Zürich, 3, 1, Switzerland Super League
Neuchâtel Xamax, Neuchâtel Xamax, AC Bellinzona, 1, 2, Switzerland Super League
FC Thun, FC Thun, FC Luzern, 3, 3, Switzerland Super League
FC Luzern, FC Luzern, Grasshopper Club Zürich, 1, 0, Switzerland Super League
FC Zürich, FC Zürich, FC Sion, 2, 0, Switzerland Super League
AC Bellinzona, AC Bellinzona, FC Basel, 0, 4, Switzerland Super League
FC St. Gallen, FC St. Gallen, BSC Young Boys, 0, 2, Switzerland Super League
FC Thun, FC Thun, Neuchâtel Xamax, 1, 0, Switzerland Super League
Neuchâtel Xamax, Neuchâtel Xamax, FC Zürich, 1, 2, Switzerland Super League
FC St. Gallen, FC St. Gallen, AC Bellinzona, 1, 0, Switzerland Super League
Grasshopper Club Zürich, Grasshopper Club Zürich, FC Basel, 1, 2, Switzerland Super League
FC Sion, FC Sion, FC Thun, 1, 0, Switzerland Super League
BSC Young Boys, BSC Young Boys, FC Luzern, 3, 1, Switzerland Super League
FC Basel, FC Basel, Neuchâtel Xamax, 1, 0, Switzerland Super League
Grasshopper Club Zürich, Grasshopper Club Zürich, AC Bellinzona, 2, 2, Switzerland Super League
FC Luzern, FC Luzern, FC St. Gallen, 1, 1, Switzerland Super League
FC Sion, FC Sion, BSC Young Boys, 0, 2, Switzerland Super League
FC Thun, FC Thun, FC Zürich, 2, 3, Switzerland Super League
AC Bellinzona, AC Bellinzona, FC Thun, 1, 1, Switzerland Super League
FC Luzern, FC Luzern, FC Sion, 0, 1, Switzerland Super League
FC St. Gallen, FC St. Gallen, Neuchâtel Xamax, 1, 1, Switzerland Super League
BSC Young Boys, BSC Young Boys, FC Basel, 3, 3, Switzerland Super League
FC Zürich, FC Zürich, Grasshopper Club Zürich, 1, 0, Switzerland Super League
BSC Young Boys, BSC Young Boys, AC Bellinzona, 4, 0, Switzerland Super League
FC Sion, FC Sion, FC Zürich, 0, 2, Switzerland Super League
FC Basel, FC Basel, Grasshopper Club Zürich, 2, 2, Switzerland Super League
Neuchâtel Xamax, Neuchâtel Xamax, FC Luzern, 2, 1, Switzerland Super League
FC Thun, FC Thun, FC St. Gallen, 0, 0, Switzerland Super League
AC Bellinzona, AC Bellinzona, FC Sion, 2, 2, Switzerland Super League
FC Zürich, FC Zürich, BSC Young Boys, 2, 1, Switzerland Super League
Grasshopper Club Zürich, Grasshopper Club Zürich, FC St. Gallen, 1, 3, Switzerland Super League
FC Luzern, FC Luzern, FC Thun, 0, 1, Switzerland Super League
Neuchâtel Xamax, Neuchâtel Xamax, FC Basel, 2, 2, Switzerland Super League
FC Basel, FC Basel, FC St. Gallen, 3, 0, Switzerland Super League
AC Bellinzona, AC Bellinzona, BSC Young Boys, 2, 1, Switzerland Super League
FC Zürich, FC Zürich, FC Sion, 1, 1, Switzerland Super League
FC Luzern, FC Luzern, Neuchâtel Xamax, 4, 2, Switzerland Super League
FC Thun, FC Thun, Grasshopper Club Zürich, 2, 2, Switzerland Super League
FC Basel, FC Basel, BSC Young Boys, 2, 1, Switzerland Super League
FC Luzern, FC Luzern, AC Bellinzona, 3, 2, Switzerland Super League
FC St. Gallen, FC St. Gallen, FC Sion, 0, 1, Switzerland Super League
FC Thun, FC Thun, Grasshopper Club Zürich, 0, 1, Switzerland Super League
FC Zürich, FC Zürich, Neuchâtel Xamax, 3, 0, Switzerland Super League
BSC Young Boys, BSC Young Boys, FC Thun, 0, 1, Switzerland Super League
AC Bellinzona, AC Bellinzona, FC Zürich, 0, 1, Switzerland Super League
Grasshopper Club Zürich, Grasshopper Club Zürich, FC Luzern, 2, 1, Switzerland Super League
Neuchâtel Xamax, Neuchâtel Xamax, FC St. Gallen, 2, 1, Switzerland Super League
FC Sion, FC Sion, FC Basel, 3, 0, Switzerland Super League
Grasshopper Club Zürich, Grasshopper Club Zürich, Neuchâtel Xamax, 3, 1, Switzerland Super League
FC Luzern, FC Luzern, BSC Young Boys, 1, 1, Switzerland Super League
FC Thun, FC Thun, FC Sion, 3, 1, Switzerland Super League
FC Basel, FC Basel, AC Bellinzona, 2, 0, Switzerland Super League
FC St. Gallen, FC St. Gallen, FC Zürich, 2, 2, Switzerland Super League
FC Sion, FC Sion, FC Luzern, 3, 2, Switzerland Super League
BSC Young Boys, BSC Young Boys, Grasshopper Club Zürich, 2, 2, Switzerland Super League
AC Bellinzona, AC Bellinzona, FC St. Gallen, 1, 3, Switzerland Super League
Neuchâtel Xamax, Neuchâtel Xamax, FC Thun, 1, 4, Switzerland Super League
FC Zürich, FC Zürich, FC Basel, 2, 2, Switzerland Super League
AC Bellinzona, AC Bellinzona, Neuchâtel Xamax, 1, 1, Switzerland Super League
FC St. Gallen, FC St. Gallen, FC Luzern, 0, 4, Switzerland Super League
FC Basel, FC Basel, FC Thun, 5, 1, Switzerland Super League
Grasshopper Club Zürich, Grasshopper Club Zürich, FC Zürich, 3, 1, Switzerland Super League
BSC Young Boys, BSC Young Boys, FC Sion, 1, 1, Switzerland Super League
Grasshopper Club Zürich, Grasshopper Club Zürich, FC Sion, 2, 0, Switzerland Super League
FC Luzern, FC Luzern, FC Zürich, 0, 5, Switzerland Super League
Neuchâtel Xamax, Neuchâtel Xamax, BSC Young Boys, 1, 2, Switzerland Super League
FC St. Gallen, FC St. Gallen, FC Basel, 0, 0, Switzerland Super League
FC Thun, FC Thun, AC Bellinzona, 3, 1, Switzerland Super League
FC Basel, FC Basel, FC Luzern, 3, 0, Switzerland Super League
AC Bellinzona, AC Bellinzona, Grasshopper Club Zürich, 2, 0, Switzerland Super League
FC Sion, FC Sion, Neuchâtel Xamax, 0, 0, Switzerland Super League
BSC Young Boys, BSC Young Boys, FC St. Gallen, 4, 2, Switzerland Super League
FC Zürich, FC Zürich, FC Thun, 1, 0, Switzerland Super League
AC Bellinzona, AC Bellinzona, FC Basel, 1, 0, Switzerland Super League
Neuchâtel Xamax, Neuchâtel Xamax, FC Zürich, 3, 4, Switzerland Super League
Grasshopper Club Zürich, Grasshopper Club Zürich, BSC Young Boys, 1, 2, Switzerland Super League
FC Luzern, FC Luzern, FC Sion, 2, 3, Switzerland Super League
FC Thun, FC Thun, FC St. Gallen, 3, 0, Switzerland Super League
FC Basel, FC Basel, FC Luzern, 1, 4, Switzerland Super League
BSC Young Boys, BSC Young Boys, Neuchâtel Xamax, 0, 1, Switzerland Super League
FC Sion, FC Sion, FC Thun, 1, 1, Switzerland Super League
FC St. Gallen, FC St. Gallen, Grasshopper Club Zürich, 1, 2, Switzerland Super League
FC Zürich, FC Zürich, AC Bellinzona, 2, 2, Switzerland Super League
FC St. Gallen, FC St. Gallen, FC Sion, 1, 1, Switzerland Super League
FC Thun, FC Thun, FC Basel, 1, 1, Switzerland Super League
Grasshopper Club Zürich, Grasshopper Club Zürich, FC Luzern, 0, 3, Switzerland Super League
Neuchâtel Xamax, Neuchâtel Xamax, AC Bellinzona, 1, 2, Switzerland Super League
BSC Young Boys, BSC Young Boys, FC Zürich, 1, 0, Switzerland Super League
FC Basel, FC Basel, Neuchâtel Xamax, 4, 1, Switzerland Super League
FC Zürich, FC Zürich, FC St. Gallen, 3, 1, Switzerland Super League
AC Bellinzona, AC Bellinzona, Grasshopper Club Zürich, 1, 1, Switzerland Super League
FC Luzern, FC Luzern, FC Thun, 1, 1, Switzerland Super League
FC Sion, FC Sion, BSC Young Boys, 2, 0, Switzerland Super League
FC Thun, FC Thun, FC Zürich, 1, 3, Switzerland Super League
FC Luzern, FC Luzern, AC Bellinzona, 6, 2, Switzerland Super League
Neuchâtel Xamax, Neuchâtel Xamax, FC St. Gallen, 0, 1, Switzerland Super League
BSC Young Boys, BSC Young Boys, FC Basel, 2, 2, Switzerland Super League
Grasshopper Club Zürich, Grasshopper Club Zürich, FC Sion, 0, 4, Switzerland Super League
FC Basel, FC Basel, Grasshopper Club Zürich, 2, 2, Switzerland Super League
FC St. Gallen, FC St. Gallen, BSC Young Boys, 1, 2, Switzerland Super League
AC Bellinzona, AC Bellinzona, FC Thun, 2, 2, Switzerland Super League
FC Sion, FC Sion, Neuchâtel Xamax, 1, 2, Switzerland Super League
FC Zürich, FC Zürich, FC Luzern, 2, 2, Switzerland Super League
FC Sion, FC Sion, FC Zürich, 1, 0, Switzerland Super League
BSC Young Boys, BSC Young Boys, FC Basel, 1, 1, Switzerland Super League
Neuchâtel Xamax, Neuchâtel Xamax, FC Luzern, 0, 3, Switzerland Super League
Servette FC, Servette FC, FC Thun, 1, 2, Switzerland Super League
Grasshopper Club Zürich, Grasshopper Club Zürich, FC Lausanne-Sports, 2, 0, Switzerland Super League
FC Thun, FC Thun, FC Basel, 1, 1, Switzerland Super League
FC Zürich, FC Zürich, BSC Young Boys, 1, 2, Switzerland Super League
Grasshopper Club Zürich, Grasshopper Club Zürich, Neuchâtel Xamax, 0, 1, Switzerland Super League
FC Lausanne-Sports, FC Lausanne-Sports, Servette FC, 0, 0, Switzerland Super League
FC Luzern, FC Luzern, FC Sion, 2, 0, Switzerland Super League
FC Basel, FC Basel, Servette FC, 3, 0, Switzerland Super League
Neuchâtel Xamax, Neuchâtel Xamax, FC Thun, 4, 0, Switzerland Super League
Grasshopper Club Zürich, Grasshopper Club Zürich, FC Zürich, 3, 0, Switzerland Super League
FC Sion, FC Sion, FC Lausanne-Sports, 1, 0, Switzerland Super League
BSC Young Boys, BSC Young Boys, FC Luzern, 1, 0, Switzerland Super League
FC Lausanne-Sports, FC Lausanne-Sports, FC Thun, 1, 0, Switzerland Super League
FC Luzern, FC Luzern, Neuchâtel Xamax, 1, 2, Switzerland Super League
Servette FC, Servette FC, FC Sion, 0, 2, Switzerland Super League
BSC Young Boys, BSC Young Boys, Grasshopper Club Zürich, 0, 1, Switzerland Super League
FC Zürich, FC Zürich, FC Basel, 0, 1, Switzerland Super League
Grasshopper Club Zürich, Grasshopper Club Zürich, Servette FC, 1, 4, Switzerland Super League
FC Sion, FC Sion, FC Basel, 0, 1, Switzerland Super League
FC Thun, FC Thun, FC Zürich, 0, 2, Switzerland Super League
FC Luzern, FC Luzern, FC Lausanne-Sports, 2, 0, Switzerland Super League
Neuchâtel Xamax, Neuchâtel Xamax, BSC Young Boys, 0, 0, Switzerland Super League
FC Basel, FC Basel, Grasshopper Club Zürich, 4, 1, Switzerland Super League
FC Sion, FC Sion, FC Thun, 2, 0, Switzerland Super League
